P_MASS,P_RADIUS,P_TEMP_EQUIL,P_PERIOD,P_SEMI_MAJOR_AXIS,S_TEMPERATURE,S_MASS,S_RADIUS,P_FLUX,P_GRAVITY,P_ESI
5.59,2.23,801.18532,13.5052,0.1117,5765.0,1.02,1.15,105.21944,1.1240926,0.25578598
2080.0,12.7,168.5546,1008.0,1.922,5441.0,0.93,0.94,0.19425345,12.896026,0.23040835
270.144,13.9,184.53326,1027.0,2.45,6308.0,1.22,1.21,0.346837,1.3981885,0.29830645
2040.0,12.7,388.92448,270.0,0.94,6317.0,1.5,1.93,7.8261763,12.648025,0.18529439
53.83,8.4,126.39665,749.83,1.4,4120.0,0.65,0.68,0.061115486,0.76289683,0.16255617
2063.6599,12.7,86.275504,5019.5424,5.362,4894.0,0.81,0.89,0.01443862,12.794717,0.085336469
5102.4173,12.2,129.51292,4789.873,5.657,5891.0,1.04,1.61,0.14048745,34.281223,0.19753694
160.497,10.76,705.03323,2.455239,0.03,3820.0,0.59,0.55,59.210809,1.3862526,0.099040202
311.47184,13.081,1404.0006,3.246075,0.0456,5950.0,1.2,1.3,922.72081,1.8202746,0.069468532
3.26,1.62,2306.5551,0.3524728,0.0097,5534.0,0.99,0.94,6721.3503,1.2421887,0.27356897
97.431511,11.99,1019.8754,4.4541943,0.0495,5535.0,0.93,0.9,256.91508,0.67773681,0.077956885
182.43351,18.282,1613.4229,4.7947813,0.06277,6212.0,1.44,2.2,1688.5351,0.54582975,0.051067688
11.8,3.52,1139.9281,4.77271,0.057,6000.0,1.15,1.05,406.95711,0.95235021,0.19344871
260.61929,10.761,1062.1501,8.60077,0.075,5673.0,1.12,1.41,303.35008,2.2506154,0.084655407
105.833,8.449,180.43279,228.776,0.7048,4450.0,0.69,0.65,0.25169729,1.4825539,0.30040118
3.64,1.73,578.50798,6.9226,0.0616,4079.0,0.65,0.63,26.597363,1.2162117,0.31742658
343.0,11.6,674.00375,1.630757,0.0199,3430.0,0.39,0.39,49.020837,2.5490488,0.097401838
4.6,1.39,894.7699,1.4015,0.02091,3794.0,0.59,0.6,157.42935,2.3808291,0.29234925
232.0159,14.0,163.58157,1155.7,2.112,5710.0,0.94,0.9,0.17990734,1.1837546,0.21444183
794.575,13.3,99.564032,5769.0,6.15,5805.0,0.93,0.99,0.032681692,4.4919159,0.10076223
2559.4722,12.6,138.79412,1765.0389,2.774,5338.0,0.91,0.93,0.098473199,16.121644,0.16301977
473.547,13.6,194.5889,1544.0,2.62,6289.0,1.23,1.3,0.35332161,2.5602671,0.30245833
379.48712,13.7,462.72421,358.27,1.063,4860.0,1.25,4.98,10.889811,2.0218825,0.15198041
10.7,3.273,826.03586,5.38305,0.057372215,5134.0,0.87,0.76,110.55968,0.99883043,0.21024328
3.02,1.55,234.05109,19.288004,0.083,3075.0,0.23,0.24,0.71259671,1.2570239,0.80676025
232.01474,13.047,1333.5046,3.1774835,0.04469,6060.0,1.18,1.11,750.89514,1.362995,0.069892308
153.82972,10.705,1296.8241,5.20851,0.0603,5150.0,1.01,1.78,672.73742,1.3423535,0.083066795
63.88351,9.35,261.69688,515.4,1.3,5776.49,1.1,1.39,1.1239754,0.73074449,0.4280411
5.61,2.231,476.51107,5.840002,0.05023,3660.0,0.5,0.47,15.119694,1.1271033,0.32457105
0.809,0.95,422.67955,3.1443189,0.023263602,3300.0,0.17,0.2,7.5795966,0.89639889,0.45742471
4.13,1.86,1199.9856,5.516,0.0651,6196.0,1.21,1.26,494.20218,1.1937796,0.26435102
10.2,3.17,699.62282,5.2354,0.053,4347.0,0.69,0.66,57.046815,1.0150365,0.22441106
629.14449,14.897,1892.6555,0.83784,0.0174,5600.0,1.04,1.02,3111.4957,2.834998,0.061138046
21.5,4.92,315.75382,50.089,0.22792118,4169.0,0.63,0.62,2.5579333,0.88819486,0.43866497
3.48,1.62,1418.1524,1.0697568,0.019,4884.0,0.8,0.79,960.48989,1.3260174,0.27479549
129.03833,14.28,1385.3491,3.4936264,0.0463,5725.0,1.09,1.39,874.65749,0.63279395,0.064374738
673.79622,13.4,384.76758,872.6,1.9,5038.0,1.57,5.69,5.208208,3.7524851,0.22508475
4.27,1.901,1062.6305,1.6093201,0.0228,4224.0,0.61,0.6,302.78218,1.1815814,0.26401851
3.13,1.583,1402.3344,2.7295999,0.0394,5887.0,1.09,1.24,918.34857,1.2490577,0.27660618
88.99195,11.4,233.29862,273.69,0.807,5255.0,0.94,0.82,0.70837535,0.68476416,0.39478376
20.31,5.93,840.1586,5.414654,0.058,4960.0,0.88,0.83,118.39668,0.57756456,0.14184258
143.02278,16.813,1877.0429,2.9223,0.046184867,6000.0,1.54,2.31,2958.0603,0.50595838,0.054828121
37500.0,15.13,1564.4708,3.0038766,0.0439,6457.0,1.36,1.54,1422.5612,163.8149,0.060696776
7.9,2.73,1097.9159,6.8834055,0.075,6236.0,1.19,1.19,345.04638,1.0599901,0.22424517
56.89157,11.825,1123.7684,3.2768837,0.04163,5416.0,0.9,0.93,405.8647,0.40686059,0.07733512
10.1,3.16,1306.4291,3.2696,0.0444,5966.0,1.09,1.16,817.27594,1.0114565,0.2047899
8.7,2.89,128.32794,57.32,0.176,3028.0,0.27,0.3,0.064886906,1.0416542,0.29035929
1868.8404,11.994,2186.2161,3.8493728,0.0544,6216.0,1.45,2.89,5440.769,12.991046,0.073954337
200.22,10.76,1103.5047,7.340711,0.0781,6000.0,1.18,1.12,352.12587,1.7293501,0.084169313
11.4,3.395,709.82271,8.491282,0.08005706,5007.0,0.95,0.78,60.283815,0.98906605,0.21490392
3.64,1.73,1209.8699,8.2398487,0.0817,5893.0,1.04,1.05,508.81029,1.2162117,0.27072925
53.5,8.42,357.86733,214.67,0.7181,5836.0,1.07,1.38,3.8986276,0.75462224,0.30337089
127.132,14.0,316.05757,363.20001,1.02,5981.0,1.37,1.49,2.7149641,0.64863265,0.30565873
858.141,13.2,559.04617,578.6,1.4,4869.0,2.0,8.56,24.245229,4.9250517,0.10950081
1484.2661,12.9,325.39795,264.14999,0.85,6165.0,1.45,1.21,2.793679,8.9193324,0.3084511
4.66,2.0,539.13111,14.676243,0.1124,4927.0,0.82,0.76,20.213885,1.165,0.31756186
3.86,1.79,716.92164,1.9741954,0.0242,3712.0,0.51,0.48,63.115398,1.2047065,0.28629076
2.1,1.25,897.39609,2.49412,0.032,4356.47,0.7,0.74,157.42296,1.344,0.2974133
1.37,1.1,2186.9795,0.469285,0.011574707,5482.0,0.94,0.87,5432.2534,1.1322314,0.29235197
565.7374,13.5,202.19319,798.5,1.66,5750.0,1.08,1.13,0.61880554,3.1041833,0.3680929
256.17098,12.621,1026.9619,5.416081,0.06112,5670.0,1.04,1.04,267.47134,1.6082087,0.074513172
119.499,13.5,415.75978,57.011,0.2799,5155.0,0.9,0.94,7.0964393,0.65568724,0.19063652
368.68095,8.74,443.7196,60.0,0.308,5050.0,1.1,1.34,12.252212,4.8264502,0.17767821
2669.66,12.733,1453.0791,6.790123,0.0771,6395.0,1.51,2.05,1059.6377,16.466241,0.07097567
25.1,11.89,874.33928,6.9561063,0.071,5510.0,0.99,0.92,141.85718,0.17754564,0.081862701
1.42,1.166,1560.9929,0.548177,0.01189,4440.0,0.74,0.68,1414.1643,1.0444586,0.29181607
5.03,2.09,680.82996,6.6356,0.062494284,4440.0,0.74,0.68,51.220997,1.1515304,0.27567191
7.9,3.2,780.01012,5.340888,0.05528,4916.0,0.79,0.72,88.428204,0.77148437,0.21573349
6.59,2.453,621.63573,11.098644,0.091122891,4969.0,0.82,0.73,35.460514,1.0951921,0.26843716
1112.3994,2.91,404.3737,91.68278,0.387,5592.0,0.93,1.03,6.5670729,131.36352,0.37555082
16.9,2.87,1051.0426,9.139703,0.09103,6146.0,1.2,1.26,297.01815,2.0517428,0.21894007
3.8,1.77,246.53799,28.14,0.125,3350.0,0.33,0.42929613,0.87753986,1.2129337,0.7981014
4.6,1.99,117.59518,256.2,0.549,3350.0,0.33,0.42929613,0.0456299,1.1615868,0.31345348
63.88351,10.929,1240.6951,5.983944,0.0672,5611.0,1.13,1.69,562.67997,0.53484497,0.081929078
98.20898,12.0,297.8579,227.6,0.739,5793.0,1.04,1.02,1.9776427,0.68200681,0.35821522
1.86,1.264,707.19269,1.1980035,0.01589,3347.0,0.36,0.36,59.395317,1.1641764,0.31135508
5965.6392,12.1,128.44814,5138.0,6.15,6255.0,1.16,1.4,0.090166571,40.746118,0.15902073
21.61233,4.94,344.08761,50.65905,0.234,4316.0,0.67,0.77,3.5778726,0.88562056,0.3847497
9.6,3.48,712.2916,13.63083,0.107,5289.0,0.89,0.98,61.12691,0.79270709,0.21161771
7.41,2.63,301.19493,15.509,0.0876,3347.0,0.36,0.36,1.9543025,1.0712892,0.60886327
14.95,5.14,537.38555,4.6747373,0.043,3576.0,0.52,0.5,19.985112,0.56586776,0.20215668
375.03752,14.572,2032.9525,2.103195,0.034036503,5990.0,1.19,1.75,4056.1137,1.7661858,0.062279714
2000.0,13.0,46.009261,170000.0,68.0,7204.58,1.5,1.49,0.0010640993,11.83432,0.069826235
3178.3,13.115,95.7885,20815.6,16.4,7400.0,1.51,1.49,0.020335456,18.478142,0.089352257
7.04,2.55,497.81183,26.8199,0.1567,5262.0,0.71,0.75,14.583508,1.0826605,0.31064287
9.38,3.02,988.69891,14.362679,0.1239,6496.0,1.34,1.54,226.91196,1.0284637,0.21418193
44.4,7.55,448.57383,39.93767,0.2257,5433.0,1.35,5.15,9.6147253,0.77891321,0.21083983
9.34,3.013,355.7803,59.658298,0.2873,5243.0,0.89,0.83,3.804773,1.0288418,0.45576513
8.1,2.77,478.36841,24.086271,0.1478,4850.0,0.76,0.73,12.435153,1.0556634,0.31266445
2.86,1.5,1065.5247,4.562546,0.0549,5859.0,1.06,1.0,306.09435,1.2711111,0.2834049
209.7678,12.89,347.68175,29.02,0.1587,3841.0,0.63,0.61,3.5066381,1.2625047,0.27815324
3.57,1.71,1431.2324,4.3364293,0.0564,6144.0,1.22,1.57,996.41852,1.2208885,0.27039951
3.82,1.78,1422.0283,3.5548569,0.0444,6109.0,1.11,1.17,971.03316,1.2056559,0.26698849
2.86,1.5,1065.0908,6.4980152,0.0669,5782.0,1.0,1.06,305.59607,1.2711111,0.28341224
2.18,1.28,616.96347,12.439312,0.0951,5066.0,0.81,0.78,34.406379,1.3305664,0.32720794
283.82077,13.9,66.962689,1925.31,2.32,3467.0,0.45,0.45,0.0047775664,1.4689756,0.069776423
572.09113,13.4,66.833081,14386.0,11.8,5610.0,1.06,0.95,0.0088999063,3.1860722,0.0762744
1334.8793,13.0,760.03438,582.0,1.7,4308.0,1.8,26.6,90.149332,7.8986941,0.08041008
2.77,1.472,1095.1015,2.3557501,0.0319,4915.0,0.78,0.81,341.52196,1.2783923,0.28417408
4.5,1.96,1511.7781,2.86041,0.0409,5945.0,1.11,1.39,1240.3761,1.1713869,0.25771751
4.94,2.07,491.84562,58.601793,0.2996,5862.0,0.99,1.0,13.89685,1.1528857,0.3400804
10.2,3.18,468.75477,78.100023,0.3625,6112.0,1.14,1.21,11.465262,1.0086626,0.30112742
4.27,1.9,207.0989,31.393463,0.164,3341.0,0.33,0.32,0.43682985,1.1828255,0.64648814
8.0,2.72,545.58068,7.2037945,0.05929,3974.0,0.55,0.53,21.039582,1.0813149,0.27870774
5.9,2.55,475.0273,10.912934,0.07821,3974.0,0.55,0.53,12.091368,0.90734333,0.32604477
5.681,3.25,516.38756,84.25999,0.411,6120.0,1.26,1.45,16.980225,0.53784615,0.26850051
1.37,1.1,1288.2691,0.813143,0.0149,4460.0,0.66,0.62,654.07487,1.1322314,0.29424838
7.46,2.64,778.73178,10.06049,0.0887,5503.0,0.92,0.95,87.327848,1.0703627,0.23900669
1.37,1.1,346.1421,10.115,0.0685,3420.0,0.4,0.36,3.4089361,1.1322314,0.61218941
7.81,2.713,839.77347,5.8235202,0.0615,5774.0,0.92,0.86,118.09996,1.0610881,0.23203438
6.53,2.44,668.40161,8.1959495,0.0718,4723.0,0.73,0.75,47.397028,1.0968154,0.26030822
3.22,1.61,860.27888,4.44117,0.0511,5413.0,0.9,0.85,130.06433,1.242236,0.28434057
2.67,1.44,349.11822,5.436098,0.0341,3212.0,0.18,0.21,3.5276967,1.2876157,0.58515767
8.52,2.852,560.41681,20.519617,0.1362,5266.0,0.8,0.79,23.423176,1.0474675,0.26716808
731.00534,13.3,133.41454,4055.0,5.4,6040.64,1.28,1.36,0.076708562,4.1325419,0.14117265
804.4237,13.2,424.0009,225.67372,0.765,6300.0,1.17,1.94,8.2093286,4.6167568,0.17812159
3.9,1.94,489.53145,30.793091,0.1785,5266.0,0.8,0.79,13.637148,1.0362419,0.34899357
5.68,2.25,387.17155,7.203,0.050431,3350.0,0.33,0.42929613,5.5013493,1.1219753,0.43995208
117.59651,12.845,1346.6443,3.5514058,0.0475,5910.0,1.14,1.27,780.93121,0.71273193,0.070794518
330.54154,18.495,1502.9989,2.8989727,0.0421,5772.0,1.18,1.47,1211.8136,0.966312,0.050777024
305.1168,13.529,1276.9041,3.0566527,0.04026,5627.0,0.93,1.07,640.18637,1.6669967,0.067956845
6.99,2.54,468.89302,19.07863,0.1229,4742.0,0.68,0.66,11.478793,1.0834522,0.33127255
10.4,3.206,530.31764,29.62682,0.1828636,5569.0,0.93,0.87,18.782157,1.0118271,0.26409663
2.83,1.491,862.17701,5.329439,0.058479889,5428.0,0.94,0.86,131.21604,1.273008,0.2897791
7.9,2.73,585.54726,14.09189,0.1103,5413.0,0.9,0.85,27.915729,1.0599901,0.26461987
2.54,1.4,1140.136,2.871512,0.0392,5438.0,0.97,0.83,401.26185,1.2959184,0.28660716
2.92,1.52,1168.4123,2.588309,0.0361,5519.0,0.94,0.87,442.57369,1.2638504,0.28111801
2.48,1.38,1175.5774,1.543069,0.0247,4877.0,0.85,0.77,453.53008,1.3022474,0.28700926
9.01,2.95,848.05011,4.400028,0.0497,4877.0,0.85,0.77,122.82513,1.0353347,0.22164656
9.96,3.13,674.66002,14.453676,0.1007,5397.0,0.86,0.83,49.197276,1.0166481,0.22932237
6.5,2.433,1332.0609,5.657,0.06,5912.0,1.15,1.58,747.64856,1.0980678,0.23550576
4.86,2.05,869.12046,19.1541,0.13821,6256.0,0.96,1.29,135.49431,1.1564545,0.26195327
2.07,1.24,851.84436,2.8922175,0.034,4306.0,0.66,0.63,125.03804,1.3462539,0.30000182
7.65,2.68,770.09918,7.05254,0.0692,5413.0,0.89,0.86,83.519486,1.0651036,0.23788267
3.57,1.71,515.94917,22.8827,0.1517,5413.0,0.89,0.86,16.827858,1.2208885,0.34545535
5.22,2.14,664.69307,6.67202,0.0636,4880.0,0.77,0.73,46.353845,1.1398375,0.27573349
2.48,1.38,945.33672,2.9490291,0.0369,4904.0,0.78,0.74,189.64756,1.3022474,0.29126117
15.0,5.44,313.21624,284.215,0.8453,5922.0,1.08,1.14,2.2854844,0.50686635,0.43945802
5.22,2.14,479.59955,16.1966,0.1148,4880.0,0.77,0.73,12.563661,1.1398375,0.34477206
10.5,3.22,716.40059,20.257,0.1627,6771.0,1.4,1.63,62.549651,1.0126924,0.22064344
7923.4622,12.0,51.34292,74839.946,36.984,6255.0,1.19,1.4,0.003123237,55.024043,0.077080448
14.9,3.96,214.9573,1114.0,2.2156186,6226.0,1.17,1.34,0.50700237,0.95015815,0.51877311
15.57359,4.07,811.79156,9.02378,0.085,5610.0,0.99,0.95,124.13415,0.94015599,0.18300935
2.89,2.018,1011.5991,1.548352,0.0225,4169.0,0.63,0.62,248.67662,0.70966848,0.25911503
8.0,1.75,1005.2422,2.1748,0.028,4503.0,0.7,0.72,242.48447,2.6122449,0.27266945
0.79,0.31,662.59974,13.36702,0.1019,5357.0,0.79,0.79,46.104912,8.2206035,0.22723961
4.65808,1.695,935.34936,7.3056999,0.075553,5622.0,1.08,1.1,181.75927,1.6213155,0.27724912
15.2,3.319,345.22397,58.02035,0.279,4987.0,0.87,0.82,3.4149064,1.3798411,0.45801712
147.15455,11.545,691.2025,1.2652328,0.0159,3322.0,0.34,0.35,59.053077,1.1040426,0.094167266
1525.5764,12.9,247.24199,810.0,1.91,6557.0,1.4,1.45,0.89874072,9.1675762,0.39346183
4.3,1.43,1212.3734,1.422614,0.02288,4916.0,0.79,0.72,516.38573,2.1027923,0.28459917
1.68,1.201,2014.8249,0.35500745,0.00901,5058.0,0.78,0.75,3913.3656,1.1647247,0.2903106
6.27,2.043,714.40855,6.00127,0.05712,4716.0,0.69,0.69,70.823008,1.5022105,0.27110936
1.98,1.219,769.28139,4.3696,0.0487,4343.0,0.81,0.73,83.165285,1.332471,0.30617746
8.7,2.89,596.75672,13.97896,0.1112,5622.0,0.94,0.93,30.115524,1.0416542,0.25446686
6.15,1.48,807.94165,4.60358,0.050692,4782.0,0.79,0.73,101.18617,2.8077064,0.29335307
657.0,13.4,151.58976,982.0,1.898275,5194.0,0.88,0.89,0.12539606,3.6589441,0.1797934
8.41466,1.64,1574.9559,1.592851,0.0273,5777.0,1.07,1.02,1461.0824,3.1285916,0.27335169
54.59019,2.5,493.6849,100.28313,0.448,6239.0,1.11,1.36,14.110125,8.7344304,0.31572306
6.2,2.72,422.57233,17.2559,0.10725,3914.0,0.54,0.51,7.5719092,0.83801903,0.36692032
12.3,3.55,940.60439,16.004942,0.1396,6769.0,1.49,1.81,185.8785,0.97599683,0.19600911
7.04,2.552,470.2941,28.867253,0.17842691,5377.0,0.91,0.84,11.616607,1.0809642,0.32955225
4.54,1.97,755.65906,6.102325,0.059,4674.13,0.75,0.63,77.638854,1.1698317,0.27320964
5.39,2.18,1561.4588,1.9545243,0.0307,5821.0,0.99,1.0,1411.6377,1.1341638,0.2467196
4.9,2.49,1173.9814,6.4816307,0.0701,5950.0,1.09,1.39,455.20547,0.79030983,0.23399611
47.0386,6.053,617.98035,25.83839,0.1732,5793.0,1.04,1.02,34.730716,1.2838463,0.16200823
1.04,1.02,1181.7163,5.599308,0.06,6004.0,0.86,1.12,463.21688,0.99961553,0.29590487
8.2,2.17,1175.8179,9.37647,0.087,6225.0,1.24,1.58,453.90137,1.7413833,0.24918376
2637.9758,12.6,165.17918,2646.0,4.0,5770.0,1.18,1.65,0.17981323,16.616124,0.22192905
5.27,2.15,449.41111,6.98541,0.0559,4006.0,0.48,0.43,9.6867119,1.1400757,0.36991636
1.65,1.16,316.5723,15.189034,0.078,3360.47,0.27,0.33,2.4068792,1.2262188,0.70333797
2.8,1.483,476.8993,9.99767,0.07131,3910.0,0.48,0.42,12.316357,1.2731387,0.38355291
19.4,6.14,784.93772,28.454851,0.1993,6197.21,1.19,1.64,90.17212,0.51459432,0.14126641
8.2,2.65,790.64879,21.22265,0.1546,5950.0,1.09,1.39,93.470934,1.1676753,0.23761538
0.202,0.645,974.51505,4.2722502,0.050655,5450.0,0.94,0.84,214.16838,0.48554774,0.28303826
1.04,1.02,1014.3124,8.457458,0.079,5884.0,0.93,1.13,255.67451,0.99961553,0.29836806
14.0,1.95,497.7475,18.16406,0.12,4925.0,0.69,0.64,14.575971,3.6817883,0.34296602
734.18362,13.3,114.84158,4073.0,5.1,5687.0,1.03,1.07,0.041551482,4.1505095,0.10931732
0.77,1.43,1001.6672,15.09,0.125387,6136.0,1.09,1.61,239.05343,0.37654653,0.28770814
11.7,1.82,808.14665,4.754,0.051194,4725.0,0.75,0.69,101.2889,3.5321821,0.27687123
9.1,2.1,243.87463,289.86388,0.812,5596.0,0.86,0.87,1.4110575,2.0634921,0.7216326
4.62,1.99,876.35719,7.2340047,0.0702,5473.0,0.93,0.87,140.06376,1.1666372,0.26465156
7.18,2.58,483.10268,49.101351,0.253,5518.0,0.91,0.88,12.934777,1.0786611,0.31870355
20.3,4.76,526.2609,120.01813,0.5337,6453.0,1.4,1.51,18.214011,0.89594661,0.21617213
740.5439,13.3,163.85931,968.8,1.864,5271.0,0.92,0.93,0.1780297,4.1864656,0.21683473
12.7,3.61,406.13479,41.516,0.217,4881.0,0.79,0.77,6.5873675,0.97451677,0.34317868
63.3,9.3,896.6281,8.0276806,0.0787,5535.0,0.96,0.93,153.47956,0.73187652,0.09899265
753.2571,15.648,1534.3262,4.720219,0.0626,6274.0,1.46,1.93,1321.3309,3.0762779,0.058952585
314.65012,13.8,53.171749,3853.0,3.7,3472.0,0.45,0.44,0.0019016917,1.6522271,0.067151337
1.07,1.03,231.1796,11.1868,0.04856,2900.0,0.12,0.14,0.67846824,1.0085776,0.86414229
1662.5604,12.8,498.51495,966.49,2.318,4879.0,1.78,12.38,14.712705,10.147463,0.13606152
390.92894,13.7,248.09407,383.0,1.06,5533.0,1.08,1.04,1.0098407,2.0828437,0.38908842
11.44182,3.4,676.32588,10.66669,0.091,5257.46,0.89,0.93,182.65095,0.98977682,0.20129518
603.87397,13.4,91.896041,4352.0,5.0,5126.74,0.9,0.84,0.016966941,3.3630762,0.08460658
10.6,3.25,358.41157,24.422,0.142,4014.0,0.64,0.58,3.9538363,1.0035503,0.43616595
6.53,2.44,448.61243,18.784257,0.1198,4350.0,0.7,0.66,9.6180352,1.0968154,0.35424799
4.01,1.83,541.5911,5.1324856,0.0497,3753.0,0.52,0.49,20.430887,1.1974081,0.32617528
63.566,9.32,235.05602,225.7,0.69,4730.0,0.76,0.85,0.77764453,0.7318011,0.42310876
982.05,13.1,258.50604,456.1,1.25,6304.0,1.25,1.14,1.0655509,5.7225686,0.39277728
495.8148,13.5,321.32917,871.0,1.83,4806.0,1.07,4.1,2.5438531,2.7205202,0.31701125
2660.2371,12.6,225.9818,572.38,1.34,5790.0,1.12,1.13,1.0619045,16.756344,0.396506
222.481,14.0,827.53924,26.6904,0.191,5894.0,1.31,1.93,112.27801,1.1351071,0.073687034
1719.1338,12.8,92.985571,3309.2212,4.055,4980.0,0.81,0.8,0.029071518,10.49276,0.099627798
568.89,13.5,190.33033,963.6,1.92,5566.0,0.98,1.26,0.59738619,3.1214815,0.36490562
22.2481,5.02,1167.6731,4.0845,0.05,5657.0,0.96,1.08,441.98518,0.8828471,0.15238189
336.8998,13.8,514.32244,201.9,0.77,6245.0,1.5,2.57,17.507229,1.7690601,0.12149626
4.81,2.038,1077.8388,9.525988,0.090488164,5909.0,1.09,1.42,320.49145,1.1580751,0.25691975
5.13,2.116,887.99156,14.155185,0.12200616,6063.0,1.21,1.21,147.65104,1.1457399,0.25785958
740.5439,13.3,391.19022,705.0,1.58,4953.0,2.53,5.26,5.5815197,4.1864656,0.21756088
534.25,13.5,261.44416,441.47,1.18306,5935.0,1.08,1.18,1.1317784,2.9314129,0.38886003
127.76702,14.1,1190.7834,2.985628,0.0406,5442.0,1.0,0.94,477.50641,0.64265892,0.066110153
4.64,1.996,687.39182,26.672263,0.17170807,5890.0,0.95,1.08,53.017421,1.164654,0.27963927
7.3,2.606,717.92965,12.48749,0.10316577,5522.0,0.94,0.93,63.085378,1.0749148,0.24604026
498.9906,13.5,327.84935,892.7,1.913,4845.0,1.17,4.5,2.7486131,2.7379457,0.30690675
4338.2,12.3,170.00731,528.07,1.167,5027.0,0.75,0.74,0.42777039,28.674731,0.33573725
359.1479,13.7,442.94253,141.63,0.567,6101.0,1.21,1.53,9.2583807,1.9135164,0.16498886
290.81445,13.9,173.22098,1802.29,2.971,6125.0,1.08,1.23,0.21408098,1.5051729,0.23560304
155.7367,14.2,699.43143,21.998,0.14,5769.0,1.1,1.12,58.091415,0.77235023,0.081411713
6.3566,2.4,823.0501,5.39792,0.06,5131.0,0.65,0.78,109.26489,1.1035764,0.24713785
635.66,13.4,292.47332,1253.68,2.5,4840.0,1.33,4.68,1.7396733,3.540098,0.3618759
222.472,14.0,598.44098,30.052,0.189,5793.0,1.0,1.0,31.400805,1.1350612,0.096820191
301.93699,13.8,58.194221,2288.0,2.41,3370.0,0.36,0.38,0.0028168238,1.5854704,0.068123643
99.79812,12.2,786.34707,14.23283,0.118,5919.87,1.08,1.07,91.537162,0.67050605,0.084257754
473.56433,11.859,1281.973,9.95581,0.0994,4896.0,1.31,3.55,646.32912,3.367308,0.076161645
734.18362,12.442,1345.7154,4.28088,0.0555,6058.0,1.24,1.41,778.77864,4.7426852,0.072789188
252.35576,13.26,1276.0689,2.8807198,0.04036,5640.0,1.06,1.06,629.64779,1.4352454,0.069184993
4.53,1.704,758.78228,3.81673,0.0422,4552.0,0.68,0.67,78.883455,1.5601237,0.28643901
12.4,3.558,756.99161,8.747818,0.081661487,5525.0,0.95,0.89,77.976804,0.97951208,0.20471662
400.4658,13.7,272.23228,1576.0,2.74,4798.0,1.11,4.2,1.3237233,2.1336555,0.38120687
3.46,1.679,1010.7886,4.190948,0.04964537,5582.0,0.93,0.86,247.88057,1.2273677,0.27604182
5.48,2.2,908.99777,23.921079,0.1871,6807.0,1.5,1.84,162.12591,1.1322314,0.25292091
3.15,1.59,1295.9677,6.8922522,0.0732,5936.0,1.04,1.04,669.85043,1.245995,0.27683378
2.6,1.42,853.84023,10.417252,0.0914,5778.0,1.01,1.0,126.21402,1.2894267,0.29327341
0.418,0.79,1050.8941,4.1605586,0.0491,5541.0,0.93,0.9,289.62565,0.66976446,0.29287642
5.22,2.14,482.33841,31.057162,0.1803,5337.0,0.86,0.82,12.85312,1.1398375,0.34276709
2445.0662,12.6,418.26924,237.68977,0.8,6305.24,1.21,1.17,7.2880448,15.401022,0.19280828
35.4,6.6,229.4061,1320.1,2.3387807,6258.0,0.98,1.52,0.65768963,0.81267218,0.45890025
3750.394,12.4,315.21446,840.0,2.050021,7067.0,1.63,2.01,2.3846519,24.39122,0.33249353
3.33,1.64,901.60044,2.3617243,0.0299,4512.0,0.72,0.68,156.91253,1.2381023,0.28111218
3.78,1.77,907.43623,19.118775,0.1444,5961.0,1.06,1.08,161.01473,1.2065498,0.27448804
5.73,2.26,385.61219,48.430899,0.239,5006.0,0.82,0.77,5.2505427,1.1218576,0.44690761
2.79,1.48,1413.3885,3.0255955,0.0418,6143.0,1.13,1.23,947.64884,1.27374,0.28123409
1.08,1.03,1222.5156,6.117869,0.0685,6302.0,1.22,1.35,530.41874,1.0180036,0.29547693
1.46,1.12,947.09078,3.9759977,0.0457,5183.0,0.85,0.79,191.05904,1.1639031,0.2991129
8.55,2.86,357.24712,84.573323,0.3778,5472.0,0.94,0.9,3.8679076,1.0452834,0.46181463
4.38,1.93,1532.855,4.1478756,0.0541,6386.0,1.3,1.48,1311.0084,1.1758705,0.25915582
3.71,1.75,615.67243,13.821375,0.1,4984.0,0.84,0.64,34.119291,1.2114286,0.30583655
1.98,1.22,998.34983,4.7670396,0.0528,5616.0,0.95,0.93,235.90229,1.3302876,0.29536986
2.54,1.4,908.65254,3.9707677,0.0443,5064.0,0.79,0.75,161.87976,1.2959184,0.29170256
7.27,2.6,980.2573,8.990889,0.087,5979.0,1.07,1.21,219.26105,1.0754438,0.23206348
3.39,1.66,697.55906,8.6304328,0.0779,5216.0,0.84,0.8,56.224433,1.2302221,0.29541326
6.8,2.5,363.84309,55.822654,0.2663,5157.0,0.87,0.82,4.1615744,1.088,0.47139058
6.39,2.41,706.90064,9.9896933,0.088,5069.0,0.8,0.76,59.297264,1.1001877,0.25644909
6.08,2.34,1176.2773,5.766193,0.064,6050.0,1.08,1.22,454.61112,1.1103806,0.2409877
1.32,1.09,816.0386,4.4574316,0.0448,4679.0,0.76,0.71,105.30378,1.1110176,0.30552888
11.6,3.42,1235.7345,5.968734,0.069,6142.0,1.21,1.45,553.7348,0.99175815,0.19608118
5.22,2.14,760.98524,7.9703496,0.0755,5519.0,0.92,0.89,79.635387,1.1398375,0.2641944
3.78,1.25,1240.4283,6.02976,0.0684,5667.0,1.17,1.56,562.19606,2.4192,0.2910374
8.6,2.87,815.45097,5.753222,0.0633,5416.0,0.91,0.88,105.00079,1.0440821,0.22666093
